0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,anomaly_score,predict
0.20016016792512703,0.20015869678687795,0.2001596575302243,0.2001359511881533,0.20016301412729057,0.2001548658227844,0.20017522757708095,0.20015056049166363,0.2001828835006221,0.20026140625524783,0.20026548340982386,0.2002667323761741,0.20022005826347963,0.20023134699779915,0.2004990461219655,0.20024374659161287,0.20022352294417237,0.20022863289784573,0.2041012812433236,0.2001831657189801,0.20014844685630168,0.20014829073550788,0.20014002834272934,0.200195553303502,0,0,0,0,1,0,0,17.95405835186911,1
0.2000360518940715,0.2000480311626712,0.200058173009621,0.2000545221849049,0.20003960664445294,0.20005892959500626,0.20004874571553505,0.20005182609888925,0.20006152360204138,0.20004280712072545,0.20003832165022722,0.20005879148815023,0.20012100562447177,0.2000431493855426,0.2003240407167834,0.20147789948038597,0.20068785020345944,0.20028447010020595,0.20006972594836078,0.20003412440273288,0.20085378859331043,0.20206540004131998,0.2000457794204532,0.20004226670259315,0,0,0,0,0,0,1,8.233972089221805,1
0.20007319663369943,0.20008994359115537,0.20007920127961407,0.20202948625410455,0.20006102521643046,0.20007144928173828,0.2001020609666111,0.20006080304453164,0.2000637453210298,0.20008483964212792,0.20005220439158186,0.20005243256812663,0.2000576746240101,0.2000606649376756,0.20007784422963737,0.20010529146611317,0.20008301422976987,0.2001083838587592,0.2000719957045165,0.20007976571633004,0.2008838958879264,0.20012762874891563,0.20006542061723998,0.2000642377019948,0,0,0,0,0,0,1,8.304596375860358,1
0.2000840530335131,0.20008862857370005,0.20008408906138858,0.20008460546093726,0.20008676713346651,0.2000911084924628,0.20208765325907962,0.20008123084993323,0.2001151450900591,0.20015807830834875,0.20016692915642692,0.20016075037578077,0.20041011731596972,0.20013649761093155,0.20017343218795247,0.2001762243483028,0.20018781331491803,0.2001828714913303,0.20013078719266672,0.20011877189619154,0.20008012599508493,0.20008210152359085,0.20008094262692933,0.20009193713359902,0,0,0,1,0,0,0,8.43967493667695,1
0.20007042248728688,0.20006451391570687,0.20017041785570333,0.20202904791495277,0.20007655923541162,0.20009662676205836,0.20010503326633886,0.20008976345177792,0.20035730045050457,0.20008263593707726,0.2000793754143456,0.20010773535700044,0.20008763780712413,0.20014005236131302,0.20011612384734317,0.20007221187176943,0.20007566454317036,0.20011265916665044,0.200069287609209,0.20005885153460937,0.20007307053613524,0.20006433978097535,0.20006549867763687,0.200067810466314,0,0,0,0,0,1,0,8.115451585779471,1
0.20006890331187047,0.20006504232454736,0.20008387289413565,0.20006617720262523,0.20006683771367584,0.20006807467073426,0.20008379483373878,0.20008357866648585,0.20010076396309354,0.20019636393070048,0.20018962071333835,0.20015708754177283,0.20014309671679173,0.2001427124194532,0.20015694343027088,0.20014394937651162,0.20015367690289332,0.20015731571831757,0.20206580235259627,0.20024743944885037,0.20026125613909995,0.2002088956267243,0.20025801363030604,0.20020032699700413,1,0,0,0,0,0,0,6.2101826569593035,1
0.20003322971049162,0.20002845001234357,0.20003960063980705,0.20007706963031438,0.2000507512672705,0.2000359318011532,0.2000799938928748,0.20004671614521588,0.200053459362578,0.20016698920288606,0.20009785170982494,0.2000967768782062,0.20007876894510823,0.20011377002614464,0.2001347982961377,0.7999788576417346,0.20013133962009086,0.2001136319192886,0.20008501978150536,0.20009773762155256,0.20007130517023633,0.20006811670325567,0.2000861906874587,0.20005694806185442,0,0,1,0,0,0,0,42.62762340143201,1
0.2000707167149367,0.20006297672635273,0.20008950525200359,0.20006071897948882,0.20005042701639114,0.20009145075727994,0.2001037062395917,0.20008353663396444,0.2001019348690469,0.2001275446838728,0.8,0.8,0.2001358731277564,0.2001358731277564,0.2001358731277564,0.20015497390641088,0.2601869378375437,0.20016436517262137,0.20012135989858074,0.20008563826003456,0.20008176526341961,0.20006527050109213,0.20006602108183144,0.2000689153211623,0,0,0,1,0,0,0,77.9381677351161,1
0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0.19994278773372534,0,0,0,1,0,0,0,4.630707994115289,1
0.20028980823042405,0.20034679832479987,0.20028723223732667,0.20031493166893088,0.20037544048581268,0.20030215378242455,0.20035048517739146,0.2003579609615552,0.20025973696368354,0.20015344272170266,0.2002121681587478,0.20019456253692608,0.2001741827686918,0.20091044242751502,0.20424040288451983,0.20427436516181302,0.20439179201731966,0.20395459975292085,0.20433259221324723,0.20462808083870654,0.2046255648920683,0.204653864788264,0.20468784507949492,0.2047962229336082,0,0,0,1,0,0,0,78.57677056330932,1
